,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
4801,Fabolous,BACH TO BACH (with Dave East),BACH TO BACH,single,0.47,0.58,1.00,-7.78,0.42,0.07,0.00,0.11,0.09,85.74,174514.00
4802,Arizona Zervas,ROXANNE,ROXANNE,single,0.62,0.60,6.00,-5.62,0.15,0.05,0.00,0.46,0.46,116.74,163636.00
4803,Arizona Zervas,FML,Living Facts,single,0.82,0.58,5.00,-5.95,0.09,0.11,0.00,0.11,0.62,100.09,223000.00
4804,Arizona Zervas,NIGHTRIDER,NIGHTRIDER,single,0.66,0.76,0.00,-4.50,0.05,0.09,0.00,0.10,0.86,145.95,156368.00
4805,Arizona Zervas,2:00 AM,2:00 AM,single,0.67,0.49,1.00,-7.01,0.24,0.28,0.00,0.14,0.19,160.22,133989.00
4806,Arizona Zervas,Drinking Problem (feat. 27CLUB),Drinking Problem (feat. 27CLUB),single,0.51,0.71,2.00,-7.28,0.33,0.43,0.00,0.11,0.49,76.39,155893.00
4807,Arizona Zervas,No I in Team,No I in Team,single,0.74,0.59,1.00,-5.00,0.09,0.02,0.00,0.28,0.38,140.09,181714.00
4808,Arizona Zervas,BAND$,BAND$,single,0.71,0.59,8.00,-5.88,0.07,0.02,0.00,0.27,0.65,149.98,108072.00
4809,Arizona Zervas,OH MY LORD (feat. 24kGoldn),OH MY LORD (feat. 24kGoldn),single,0.80,0.53,6.00,-6.52,0.27,0.25,0.00,0.14,0.55,93.98,147023.00
4810,Arizona Zervas,ON TEN,ON TEN,single,0.77,0.74,4.00,-5.59,0.05,0.06,0.00,0.31,0.71,162.04,137722.00
4811,Arizona Zervas,RAGE,RAGE,single,0.85,0.63,3.00,-6.91,0.19,0.09,0.00,0.11,0.43,90.01,148827.00
4812,Tarkan,Yap Bi Güzellik,Yap Bi Güzellik,single,0.80,0.75,10.00,-4.35,0.06,0.08,0.00,0.09,0.70,92.00,187033.00
4813,Tarkan,Şımarık,Ölürüm Sana,album,0.78,0.82,7.00,-8.69,0.16,0.05,0.00,0.11,0.83,97.06,235218.00
4814,Tarkan,Son Durak,Son Durak,single,0.60,0.72,0.00,-6.04,0.17,0.21,0.00,0.11,0.53,142.01,234044.00
4815,Tarkan,Öp,Adımı Kalbine Yaz,album,0.78,0.75,1.00,-4.35,0.11,0.04,0.00,0.05,0.80,129.98,227187.00
4816,Tarkan,Adımı Kalbine Yaz,Adımı Kalbine Yaz,album,0.75,0.91,6.00,-3.36,0.05,0.45,0.00,0.59,0.76,118.03,312268.00
4817,Tarkan,Dudu,Dudu,album,0.71,0.86,4.00,-7.05,0.05,0.03,0.00,0.03,0.92,91.00,277917.00
4818,Tarkan,Geççek,Geççek,single,0.67,0.84,7.00,-4.85,0.24,0.08,0.00,0.18,0.71,179.98,194908.00
4819,Tarkan,Kuzu Kuzu,Karma,album,0.71,0.88,4.00,-8.35,0.05,0.02,0.01,0.05,0.73,93.91,233639.00
4820,Tarkan,İşim Olmaz,Adımı Kalbine Yaz,album,0.67,0.80,5.00,-6.82,0.04,0.25,0.00,0.22,0.64,93.02,255660.00
4821,Tarkan,Ölürüm Sana,Ölürüm Sana,album,0.75,0.93,9.00,-8.49,0.10,0.01,0.00,0.04,0.79,92.02,246457.00
4822,Darius Rucker,Wagon Wheel,True Believers,album,0.54,0.66,9.00,-7.17,0.03,0.46,0.00,0.14,0.57,148.10,298373.00
4823,Darius Rucker,Alright,Learn To Live,album,0.60,0.81,7.00,-4.58,0.03,0.05,0.00,0.19,0.71,89.87,231920.00
4824,Darius Rucker,Beers And Sunshine,Beers And Sunshine,single,0.57,0.65,5.00,-5.82,0.03,0.13,0.00,0.15,0.68,81.08,178279.00
4825,Darius Rucker,It Won't Be Like This For Long,Learn To Live,album,0.58,0.52,4.00,-6.00,0.03,0.34,0.00,0.11,0.39,143.86,219000.00
4826,Darius Rucker,If I Told You,When Was The Last Time,album,0.53,0.64,9.00,-6.68,0.03,0.34,0.00,0.36,0.31,84.03,212320.00
4827,Darius Rucker,Come Back Song,"Charleston, SC 1966",album,0.52,0.75,9.00,-5.67,0.04,0.14,0.00,0.11,0.77,177.78,235147.00
4828,Darius Rucker,For The First Time,When Was The Last Time,album,0.55,0.80,6.00,-5.27,0.04,0.01,0.00,0.03,0.67,142.02,197053.00
4829,Darius Rucker,Don't Think I Don't Think About It,Learn To Live,album,0.58,0.75,9.00,-5.26,0.03,0.03,0.00,0.13,0.41,149.69,183307.00
4830,Darius Rucker,This,"Charleston, SC 1966",album,0.63,0.83,4.00,-5.04,0.03,0.12,0.00,0.16,0.70,99.92,218867.00
4831,Darius Rucker,Straight To Hell,When Was The Last Time,album,0.58,0.82,5.00,-4.47,0.03,0.04,0.00,0.77,0.44,115.11,253787.00
4832,Müslüm Gürses,Seni Yazdım,Küskünüm,album,0.40,0.64,5.00,-6.95,0.03,0.28,0.00,0.15,0.48,92.42,276000.00
4833,Müslüm Gürses,Nilüfer,Aşk Tesadüfleri Sever (Mucize ve Buluşma),album,0.46,0.75,11.00,-7.37,0.05,0.04,0.00,0.20,0.30,150.03,258159.00
4834,Müslüm Gürses,Affet,Aşk Tesadüfleri Sever (Mucize ve Buluşma),album,0.42,0.67,7.00,-6.68,0.05,0.40,0.00,0.12,0.28,160.08,279475.00
4835,Müslüm Gürses,Unutamadım - Kaç Kadeh Kırıldı,Küskünüm,album,0.35,0.67,8.00,-5.80,0.04,0.32,0.00,0.10,0.52,168.30,269640.00
4836,Müslüm Gürses,Tutamıyorum Zamanı,Sandık,album,0.66,0.72,9.00,-4.97,0.04,0.41,0.00,0.12,0.67,119.97,267680.00
4837,Müslüm Gürses,Bir Ömür Yetmez,Aşk Tesadüfleri Sever (Mucize ve Buluşma),album,0.50,0.69,6.00,-7.85,0.04,0.02,0.00,0.19,0.37,94.83,242416.00
4838,Müslüm Gürses,Sigara,Yalan Dünya,album,0.50,0.74,6.00,-5.52,0.06,0.39,0.01,0.35,0.63,79.84,311240.00
4839,Müslüm Gürses,Mutlu Ol Yeter,Mutlu Ol Yeter (Remastered),album,0.30,0.57,5.00,-5.85,0.03,0.05,0.00,0.15,0.38,162.74,265653.00
4840,Müslüm Gürses,Gel Bahtımın Kar Beyazı,Dünya Yalan,album,0.36,0.49,6.00,-7.04,0.06,0.60,0.01,0.06,0.53,156.76,295760.00
4841,Müslüm Gürses,Hangimiz Sevmedik,Senden Vazgeçmem,album,0.55,0.76,6.00,-8.50,0.05,0.14,0.00,0.05,0.75,92.58,234533.00
4842,Frankie Ruiz,Tú Con Él,Show,album,0.83,0.78,7.00,-5.91,0.05,0.19,0.00,0.25,0.96,95.41,302253.00
4843,Frankie Ruiz,Deseándote,Mas Grande Que Nunca,album,0.56,0.84,5.00,-4.53,0.05,0.49,0.00,0.18,0.93,95.52,281187.00
4844,Frankie Ruiz,Desnúdate Mujer,Voy Pa'Encima,album,0.66,0.74,7.00,-10.06,0.04,0.13,0.00,0.31,0.90,99.61,287120.00
4845,Frankie Ruiz,Mi Libertad,Show,album,0.84,0.72,5.00,-8.38,0.04,0.20,0.00,0.05,0.93,93.30,267467.00
4846,Frankie Ruiz,La Cura,Serie Platino: Frankie Ruíz,album,0.81,0.51,4.00,-9.34,0.04,0.75,0.00,0.05,0.88,92.55,297947.00
4847,Frankie Ruiz,Tú Me Vuelves Loco,Frankie Ruiz La Leyenda,album,0.79,0.75,7.00,-6.48,0.03,0.38,0.00,0.08,0.94,92.08,295160.00
4848,Frankie Ruiz,La Rueda,Frankie Ruiz La Leyenda,album,0.73,0.90,5.00,-3.56,0.03,0.42,0.00,0.07,0.95,104.04,382733.00
4849,Frankie Ruiz,Quiero Llenarte,Voy Pa'Encima,album,0.62,0.72,8.00,-9.79,0.13,0.31,0.00,0.06,0.84,93.34,269573.00
4850,Frankie Ruiz,Si Te Entregas A Mi,En Vivo Y... A Todo Color..!,album,0.64,0.74,7.00,-7.06,0.03,0.64,0.00,0.33,0.85,94.33,298440.00
4851,Frankie Ruiz,Esta Cobardia,Nacimiento Y Recuerdos,album,0.82,0.58,8.00,-8.56,0.04,0.52,0.00,0.33,0.89,92.35,341627.00
4852,Ivete Sangalo,Color Esperanza 2020,Color Esperanza 2020,single,0.59,0.79,9.00,-7.77,0.16,0.16,0.00,0.13,0.79,106.00,217547.00
4853,Ivete Sangalo,Cria Da Ivete - Ao Vivo,Chega Mais (Ao Vivo),single,0.77,0.92,0.00,-5.45,0.16,0.12,0.00,0.31,0.84,135.96,237798.00
4854,Ivete Sangalo,Tarada - Ao Vivo,Tarada (Ao Vivo),single,0.72,0.90,7.00,-2.97,0.14,0.79,0.00,0.98,0.63,110.01,199552.00
4855,Ivete Sangalo,Não Precisa Mudar - Ao Vivo,Multishow Ao Vivo No Maracanã,album,0.54,0.83,9.00,-7.10,0.04,0.56,0.00,0.45,0.66,90.05,229587.00
4856,Ivete Sangalo,Só Love Na Cabeça - Ao Vivo,Chega Mais (Ao Vivo),single,0.55,0.87,7.00,-6.12,0.10,0.00,0.00,0.66,0.64,171.92,200898.00
4857,Ivete Sangalo,"Tá Solteira, Mas Não Tá Sozinha","Tá Solteira, Mas Não Tá Sozinha",single,0.76,0.90,2.00,-3.69,0.05,0.13,0.00,0.05,0.73,112.05,174566.00
4858,Ivete Sangalo,Sangrando,Duetos 2,album,0.55,0.43,2.00,-8.35,0.04,0.46,0.00,0.13,0.19,92.33,232613.00
4859,Ivete Sangalo,Rua Da Saudade - Ao Vivo,Chega Mais (Ao Vivo),single,0.52,0.83,11.00,-6.29,0.11,0.20,0.00,0.20,0.85,106.50,177665.00
4860,Ivete Sangalo,Se Saia - Ao Vivo,Chega Mais (Ao Vivo),single,0.68,0.89,11.00,-5.45,0.08,0.01,0.00,0.10,0.91,137.00,215932.00
4861,Ivete Sangalo,Batucada - Ao Vivo,Chega Mais (Ao Vivo),single,0.71,0.82,7.00,-6.14,0.17,0.07,0.00,0.89,0.82,110.84,194065.00
4862,The Wiggles,If You're Happy and You Know It,The Wiggles Nursery Rhymes,album,0.74,0.52,0.00,-5.83,0.36,0.57,0.00,0.42,0.96,125.51,92854.00
4863,The Wiggles,Hot Potato,The Best of The Wiggles,compilation,0.56,0.88,0.00,-3.30,0.05,0.06,0.00,0.31,0.97,170.88,80027.00
4864,The Wiggles,Rock-a-Bye Your Bear,Taking Off!,album,0.78,0.61,9.00,-6.89,0.04,0.28,0.00,0.18,0.72,120.27,86675.00
4865,The Wiggles,"Head, Shoulders, Knees and Toes",The Wiggles Nursery Rhymes,album,0.77,0.83,9.00,-5.47,0.03,0.06,0.00,0.03,0.98,126.09,118751.00
4866,The Wiggles,Miss Polly Had a Dolly,Emma!,album,0.85,0.51,2.00,-5.71,0.15,0.44,0.00,0.15,0.97,139.70,68400.00
4867,The Wiggles,Hot Potato,Yummy Yummy,album,0.67,0.74,0.00,-7.97,0.10,0.03,0.00,0.20,0.95,170.93,81067.00
4868,The Wiggles,I'm a Little Teapot,The Wiggles Nursery Rhymes,album,0.76,0.50,0.00,-6.58,0.04,0.33,0.00,0.06,0.92,132.10,77855.00
4869,The Wiggles,ABC,The Wiggles Nursery Rhymes,album,0.63,0.71,2.00,-5.53,0.03,0.10,0.02,0.05,0.97,127.98,83605.00
4870,The Wiggles,"Twinkle, Twinkle, Little Star",Pumpkin Face,album,0.28,0.40,2.00,-6.66,0.03,0.53,0.00,0.23,0.39,102.04,136013.00
4871,The Wiggles,Do the Propeller!,Taking Off!,album,0.66,0.87,0.00,-4.93,0.12,0.10,0.00,0.26,0.94,149.95,114211.00
4872,The Chicks,Cowboy Take Me Away,Fly,album,0.47,0.62,6.00,-7.26,0.03,0.37,0.01,0.10,0.46,164.42,287267.00
4873,The Chicks,Wide Open Spaces,Wide Open Spaces,album,0.56,0.54,4.00,-6.10,0.03,0.58,0.00,0.13,0.60,179.35,223832.00
4874,The Chicks,Landslide,Home,album,0.57,0.44,2.00,-7.01,0.03,0.53,0.00,0.19,0.44,145.95,230549.00
4875,The Chicks,Travelin' Soldier,Home,album,0.57,0.37,9.00,-7.05,0.03,0.69,0.00,0.17,0.51,145.86,343497.00
4876,The Chicks,There's Your Trouble,Wide Open Spaces,album,0.74,0.87,2.00,-5.43,0.03,0.48,0.00,0.31,0.90,126.63,193065.00
4877,The Chicks,Goodbye Earl,Fly,album,0.71,0.70,0.00,-7.38,0.03,0.02,0.00,0.08,0.77,122.84,258640.00
4878,The Chicks,Not Ready to Make Nice,Taking The Long Way,album,0.43,0.55,6.00,-4.15,0.03,0.13,0.00,0.10,0.29,83.92,237297.00
4879,The Chicks,Ready to Run,Fly,album,0.64,0.64,7.00,-7.54,0.03,0.25,0.00,0.27,0.29,98.75,231293.00
4880,The Chicks,You Were Mine,Wide Open Spaces,album,0.54,0.35,9.00,-6.60,0.03,0.34,0.00,0.28,0.17,139.86,217807.00
4881,The Chicks,Gaslighter,Gaslighter,album,0.68,0.73,2.00,-7.32,0.05,0.01,0.00,0.06,0.69,131.02,203467.00
4882,Yuri,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,0.28,0.57,1.00,-7.82,0.04,0.64,0.00,0.20,0.29,77.99,237467.00
4883,Yuri,Maldita Primavera,Solo Lo Mejor: 20 Exitos,compilation,0.54,0.44,7.00,-8.20,0.03,0.76,0.00,0.15,0.53,143.39,234133.00
4884,Yuri,Ya No Vives en Mí (Versión Pop) (feat. Carlos Rivera),Ya No Vives en Mí (Versión Pop) (feat. Carlos Rivera),single,0.53,0.70,9.00,-4.63,0.03,0.11,0.00,0.16,0.22,98.09,255507.00
4885,Yuri,Campana Sobre Campana,Eterna Navidad,album,0.73,0.77,0.00,-5.90,0.03,0.01,0.00,0.72,0.45,110.01,158880.00
4886,Yuri,Ven A Cantar,Eterna Navidad,album,0.63,0.66,0.00,-8.30,0.03,0.24,0.00,0.04,0.38,111.64,239800.00
4887,Yuri,Detrás de Mi Ventana,Canciones De Amor... Con Las Reinas,compilation,0.56,0.58,5.00,-6.93,0.03,0.12,0.00,0.12,0.18,102.20,279973.00
4888,Yuri,Yo Te Pido Amor,Yo Te Pido Amor,album,0.49,0.78,2.00,-4.37,0.05,0.63,0.00,0.20,0.32,83.11,225040.00
4889,Yuri,Una Mentira Más,Una Mentira Más,single,0.66,0.64,6.00,-6.43,0.04,0.15,0.00,0.12,0.33,141.83,202300.00
4890,Yuri,Un Año Más,Un Año Más,single,0.68,0.92,8.00,-3.58,0.05,0.16,0.00,0.81,0.79,94.00,236200.00
4891,Yuri,Ya No Vives en Mí (Primera Fila) (feat. Carlos Rivera) - En Vivo,Primera Fila (En Vivo),album,0.55,0.59,0.00,-6.30,0.04,0.48,0.00,0.44,0.51,94.08,261333.00
4892,Mika Singh,Ishqam,Ishqam,single,0.74,0.84,10.00,-4.26,0.04,0.13,0.00,0.41,0.61,100.02,194419.00
4893,Mika Singh,Bijli,"Bijli (From ""Govinda Naam Mera"")",single,0.57,0.82,1.00,-6.25,0.26,0.31,0.00,0.07,0.86,108.79,174000.00
4894,Mika Singh,Subha Hone Na De,Desi Boyz,album,0.73,0.90,8.00,-4.53,0.05,0.08,0.05,0.15,0.51,131.97,288696.00
4895,Mika Singh,Neekemo Andamekkuva,Waltair Veerayya (Original Motion Picture Soundtrack),single,0.93,0.72,10.00,-8.14,0.16,0.24,0.01,0.05,0.92,109.99,212182.00
4896,Mika Singh,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",52 Non Stop Dilbar Dilbar Remix,compilation,0.52,0.84,7.00,-4.50,0.08,0.06,0.00,0.16,0.48,106.00,4581483.00
4897,Mika Singh,Mauja Hi Mauja,Jab We Met,album,0.74,0.87,2.00,-5.66,0.11,0.08,0.03,0.23,0.48,104.98,245100.00
4898,Mika Singh,"Aankh Marey (From ""Simmba"")","Aankh Marey (From ""Simmba"")",single,0.80,0.98,5.00,-1.27,0.10,0.29,0.00,0.35,0.80,130.00,212741.00
4899,Mika Singh,Sawan Mein Lag Gayi Aag,Ginny Weds Sunny (Original Motion Picture Soundtrack),single,0.79,0.81,0.00,-3.69,0.05,0.39,0.00,0.05,0.87,130.06,226615.00
4900,Mika Singh,Pungi,Agent Vinod,album,0.94,0.93,10.00,-2.69,0.08,0.24,0.00,0.03,0.71,122.99,247827.00
4901,Mika Singh,Hawa Hawa,"Hawa Hawa (From ""Mubarakan"")",single,0.83,0.80,7.00,-3.79,0.32,0.36,0.00,0.19,0.60,137.98,272290.00
4902,Binomio de Oro de América,Olvídala,2,album,0.53,0.73,2.00,-5.28,0.04,0.15,0.00,0.22,0.61,132.22,304118.00
4903,Binomio de Oro de América,Niña Bonita,30 Mejores: Binomio de Oro de América,album,0.59,0.50,10.00,-6.91,0.05,0.37,0.00,0.16,0.82,138.63,310307.00
4904,Binomio de Oro de América,Si Tu Amor No Vuelve,…Que viva el vallenato!,album,0.75,0.58,0.00,-4.80,0.04,0.39,0.00,0.28,0.82,128.15,294640.00
4905,Binomio de Oro de América,Quiero Que Seas Mi Estrella,Mas Cerca De Tí,album,0.61,0.74,9.00,-3.24,0.03,0.18,0.00,0.19,0.78,134.00,298987.00
4906,Binomio de Oro de América,Como Te Olvido,30 Mejores: Binomio de Oro de América,album,0.69,0.54,5.00,-8.89,0.09,0.37,0.00,0.09,0.94,136.40,290733.00
4907,Binomio de Oro de América,Me Ilusione,Difícil De Igualar,album,0.56,0.60,11.00,-4.32,0.03,0.33,0.00,0.09,0.74,134.90,300787.00
4908,Binomio de Oro de América,Un Osito Dormilon,2,album,0.51,0.69,0.00,-4.80,0.03,0.28,0.00,0.28,0.68,136.51,289724.00
4909,Binomio de Oro de América,Me Vas A Extrañar,Mas Cerca De Tí,album,0.71,0.77,3.00,-2.09,0.03,0.29,0.00,0.08,0.65,128.47,287427.00
4910,Binomio de Oro de América,Dime Como Te Olvido,Haciendo Historia,album,0.49,0.66,1.00,-3.85,0.03,0.38,0.00,0.08,0.72,134.29,289293.00
4911,Binomio de Oro de América,Distintos Destinos,Seguimos Por Lo Alto,album,0.60,0.47,9.00,-7.60,0.05,0.37,0.00,0.05,0.38,126.51,221093.00
4912,Dwele,Find A Way,Subject,album,0.71,0.66,10.00,-5.89,0.15,0.06,0.00,0.23,0.44,97.99,249573.00
4913,Dwele,I Think I Love You,Some Kinda...,album,0.55,0.49,0.00,-9.54,0.13,0.11,0.00,0.06,0.73,203.82,221987.00
4914,Dwele,Open Your Eyes,Sketches Of A Man,album,0.58,0.39,2.00,-9.58,0.04,0.24,0.00,0.08,0.30,94.94,201267.00
4915,Dwele,Truth,Subject,album,0.76,0.51,9.00,-8.42,0.17,0.27,0.00,0.13,0.74,91.54,236133.00
4916,Dwele,Move on Up,Rage,album,0.60,0.90,4.00,-6.46,0.13,0.09,0.00,0.08,0.81,144.90,214480.00
4917,Dwele,A.N.G.E.L. - Interlude,Subject,album,0.68,0.40,10.00,-9.87,0.03,0.49,0.00,0.07,0.17,96.98,139645.00
4918,Dwele,Count The Ways,Detroit Deli (A Taste Of Detroit),album,0.79,0.64,1.00,-9.08,0.38,0.14,0.00,0.11,0.73,95.10,273880.00
4919,Dwele,Weekend Love,Some Kinda...,album,0.47,0.27,3.00,-9.74,0.24,0.57,0.00,0.08,0.37,51.40,224987.00
4920,Dwele,I'm Cheatin',Sketches Of A Man,album,0.74,0.46,3.00,-7.52,0.05,0.69,0.00,0.19,0.45,92.04,222800.00
4921,Dwele,Brandi,Sketches Of A Man,album,0.77,0.57,1.00,-8.53,0.29,0.62,0.00,0.13,0.47,89.06,204427.00
4922,Himesh Reshammiya,Hookah Bar,Khiladi 786,album,0.73,0.66,11.00,-5.07,0.03,0.01,0.00,0.11,0.74,131.04,254351.00
4923,Himesh Reshammiya,Valentine's Mashup 2019,Valentine's Mashup 2019,single,0.60,0.61,7.00,-6.89,0.05,0.33,0.00,0.06,0.31,97.97,212522.00
4924,Himesh Reshammiya,Main Woh Chaand,Teraa Surroor,album,0.58,0.45,5.00,-7.22,0.03,0.36,0.00,0.14,0.22,92.04,322809.00
4925,Himesh Reshammiya,Bewajah,Sanam Teri Kasam (Original Motion Picture Soundtrack),album,0.55,0.68,4.00,-5.20,0.04,0.43,0.00,0.19,0.23,143.97,308000.00
4926,Himesh Reshammiya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",52 Non Stop Dilbar Dilbar Remix,compilation,0.52,0.84,7.00,-4.50,0.08,0.06,0.00,0.16,0.48,106.00,4581483.00
4927,Himesh Reshammiya,Jhalak Dikhla Ja,Aksar,album,0.69,0.74,2.00,-10.05,0.04,0.02,0.00,0.06,0.64,110.97,317560.00
4928,Himesh Reshammiya,Mujhko Yaad Sataye Teri,Phir Hera Pheri,album,0.91,0.59,6.00,-10.46,0.13,0.02,0.00,0.05,0.53,110.98,279160.00
4929,Himesh Reshammiya,Merre Liye,Merre Liye,single,0.68,0.53,9.00,-5.76,0.03,0.23,0.00,0.16,0.40,110.98,239009.00
4930,Himesh Reshammiya,Aap Ki Kashish,Aashiq Banaya Aapne,album,0.69,0.78,8.00,-7.41,0.05,0.12,0.00,0.07,0.72,110.96,333653.00
4931,Himesh Reshammiya,Bekhudi,Teraa Surroor,album,0.72,0.48,1.00,-5.67,0.03,0.66,0.00,0.11,0.42,90.00,347810.00
4932,Chris Tomlin,Good Good Father,The Ultimate Playlist,album,0.43,0.59,9.00,-4.59,0.03,0.32,0.00,0.11,0.16,145.00,293398.00
4933,Chris Tomlin,Whom Shall I Fear (God Of Angel Armies),Burning Lights,album,0.44,0.78,0.00,-3.04,0.03,0.05,0.00,0.27,0.42,148.04,267906.00
4934,Chris Tomlin,How Great Is Our God,How Great Is Our God: The Essential Collection,album,0.32,0.57,1.00,-5.65,0.03,0.11,0.00,0.09,0.08,156.05,305427.00
4935,Chris Tomlin,Our God,And If Our God Is For Us...,album,0.51,0.78,11.00,-3.61,0.03,0.01,0.00,0.19,0.22,105.07,285160.00
4936,Chris Tomlin,Amazing Grace (My Chains Are Gone),Double Take - Chris Tomlin,album,0.47,0.16,7.00,-10.88,0.03,0.83,0.00,0.10,0.17,125.24,267067.00
4937,Chris Tomlin,Thank You Lord (feat. Thomas Rhett & Florida Georgia Line),Chris Tomlin & Friends,album,0.67,0.87,9.00,-3.32,0.08,0.39,0.00,0.07,0.70,104.95,168693.00
4938,Chris Tomlin,Noel - Live,Adore: Christmas Songs Of Worship (Live),album,0.34,0.25,10.00,-10.55,0.03,0.68,0.00,0.11,0.12,137.92,257653.00
4939,Chris Tomlin,At The Cross (Love Ran Red),Love Ran Red,album,0.39,0.54,8.00,-4.52,0.03,0.00,0.00,0.21,0.13,145.94,250627.00
4940,Chris Tomlin,Who You Are To Me (feat. Lady A),Chris Tomlin & Friends,album,0.59,0.79,1.00,-4.76,0.03,0.26,0.00,0.11,0.31,96.03,230360.00
4941,Chris Tomlin,Home,Never Lose Sight (Deluxe Edition),album,0.47,0.79,9.00,-2.76,0.03,0.04,0.00,0.31,0.46,84.99,219720.00
4942,Pancho Barraza,Mi Enemigo El Amor,El Vagabundo Que Te Ama,album,0.59,0.58,4.00,-5.90,0.05,0.20,0.00,0.14,0.63,120.03,234667.00
4943,Pancho Barraza,Música Romántica,"Mis 30 Aniversario, Vol. 2",album,0.68,0.45,8.00,-7.13,0.08,0.24,0.00,0.10,0.83,160.04,232573.00
4944,Pancho Barraza,Pero La Recuerdo (Cumbia Santa María),Invéntame Un Amor,album,0.81,0.71,5.00,-8.19,0.04,0.04,0.00,0.08,0.94,94.66,227289.00
4945,Pancho Barraza,Una Noche Cualquiera,"Mis 30 Aniversario, Vol. 1",album,0.52,0.42,0.00,-7.29,0.09,0.13,0.00,0.16,0.65,148.37,215107.00
4946,Pancho Barraza,Ignoraste Mis Lágrimas,Mis Canciones de Amor,album,0.44,0.54,2.00,-7.82,0.04,0.39,0.00,0.16,0.90,83.46,174974.00
4947,Pancho Barraza,Pero La Recuerdo,Pero La Recuerdo,single,0.67,0.71,7.00,-3.13,0.07,0.20,0.00,0.09,0.85,179.85,242907.00
4948,Pancho Barraza,Mi Amor Y Mi Agonía,Cuenta Conmigo,album,0.53,0.52,9.00,-8.03,0.04,0.23,0.00,0.43,0.84,168.38,171410.00
4949,Pancho Barraza,Ya Se Fue,"Mis 30 Aniversario, Vol. 3",album,0.78,0.39,7.00,-7.56,0.03,0.31,0.00,0.10,0.77,109.97,201400.00
4950,Pancho Barraza,Polvo Y Nada,Polvo Y Nada,single,0.68,0.70,7.00,-5.12,0.03,0.05,0.00,0.05,0.82,119.97,214506.00
4951,Pancho Barraza,Mis Canciones De Amor,Mis Canciones de Amor,album,0.85,0.53,0.00,-7.29,0.05,0.39,0.00,0.13,0.96,114.11,171561.00
4952,George Frideric Handel,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",Handel Sarabande,album,0.09,0.03,2.00,-24.04,0.06,0.93,0.83,0.10,0.05,67.36,207267.00
4953,George Frideric Handel,Menuet in G Minor (trans. W. Kempff),Kempff: Italian Suite / Piano Sonata / Transcriptions,album,0.45,0.01,7.00,-32.90,0.05,1.00,0.89,0.11,0.08,73.06,193000.00
4954,George Frideric Handel,"Handel: Suite No. 11 in D Minor, HWV 437: III. Sarabande - Remastered 2022",Piano Chillout: 22 Relaxing Classical Themes (Remastered 2022),compilation,0.45,0.01,2.00,-28.68,0.05,1.00,0.92,0.06,0.18,118.90,177771.00
4955,George Frideric Handel,Ode to Joy to the World,Christmas Together,album,0.49,0.50,2.00,-10.58,0.03,0.91,0.70,0.59,0.33,115.20,246533.00
4956,George Frideric Handel,"Messiah, HWV 56, Part I: Pastoral Symphony, ""Pifa"" (arr. L. Stokowski)","Bach, J.S. / Purcell / Handel: Stokowski Transcriptions",album,0.11,0.03,0.00,-29.43,0.04,0.96,0.87,0.09,0.04,91.64,227013.00
4957,George Frideric Handel,"Rinaldo, HWV 7a, Act II, Scene 4: Lascia ch'io pianga - Arr. for French Horn",Baroque Arias for Horn (Beyond Words),album,0.13,0.02,11.00,-26.68,0.04,0.99,0.37,0.08,0.06,96.92,300000.00
4958,George Frideric Handel,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano & Bass)",Tranquillo II,album,0.42,0.01,5.00,-24.75,0.07,0.99,0.95,0.09,0.51,59.08,212640.00
4959,George Frideric Handel,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)",Handel Variations,album,0.25,0.03,5.00,-31.27,0.04,0.99,0.92,0.10,0.13,68.21,268000.00
4960,George Frideric Handel,"Suite in D Minor, HWV 447: Allemande",Baroque Conversations,album,0.50,0.05,2.00,-32.68,0.05,1.00,0.92,0.09,0.56,73.78,96293.00
4961,George Frideric Handel,"Solomon, HWV 67: Arrival of the Queen of Sheba",Handel : The Best of Handel,album,0.52,0.18,10.00,-18.76,0.05,0.95,0.92,0.37,0.74,106.96,210000.00
4962,Pesado,Loco,Todo tuyo,album,0.77,0.71,7.00,-7.04,0.03,0.11,0.00,0.07,0.96,136.12,235907.00
4963,Pesado,A chillar a otra parte,Tu Sombra,album,0.47,0.77,0.00,-7.27,0.11,0.21,0.00,0.08,0.94,168.45,200560.00
4964,Pesado,Ojalá que te mueras,Rezare,album,0.59,0.78,11.00,-6.36,0.11,0.31,0.00,0.19,0.85,86.68,180667.00
4965,Pesado,Le Creí,Mi Promesa,album,0.66,0.71,11.00,-5.74,0.24,0.48,0.00,0.29,0.75,164.10,196760.00
4966,Pesado,Mi Promesa,Mi Promesa,album,0.58,0.67,7.00,-5.72,0.05,0.57,0.00,0.32,0.70,154.02,229560.00
