,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
176,Nicky Jam,Si Te Preguntan...,Si Te Preguntan...,single,0.76,0.80,8.00,-2.87,0.03,0.53,0.00,0.06,0.92,136.95,223074.00
177,Nicky Jam,Hasta el Amanecer,Fénix,album,0.83,0.61,6.00,-6.04,0.04,0.28,0.00,0.08,0.59,94.01,198707.00
178,Nicky Jam,Color Esperanza 2020,Color Esperanza 2020,single,0.59,0.79,9.00,-7.77,0.16,0.16,0.00,0.13,0.79,106.00,217547.00
179,Nicky Jam,Donde Estan las Gatas,Gargolas 3,album,0.83,0.79,7.00,-11.94,0.08,0.25,0.00,0.08,0.82,109.93,170005.00
180,The Beatles,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),album,0.56,0.54,9.00,-10.48,0.03,0.03,0.00,0.18,0.39,129.17,185733.00
181,The Beatles,Let It Be - Remastered 2009,Let It Be (Remastered),album,0.44,0.40,0.00,-8.34,0.03,0.63,0.00,0.11,0.41,143.46,243027.00
182,The Beatles,Come Together - Remastered 2009,Abbey Road (Remastered),album,0.53,0.38,9.00,-11.91,0.04,0.03,0.25,0.09,0.19,165.01,259947.00
183,The Beatles,Yesterday - Remastered 2009,Help! (Remastered),album,0.33,0.18,5.00,-11.83,0.03,0.88,0.00,0.09,0.32,96.53,125667.00
184,The Beatles,Twist And Shout - Remastered 2009,Please Please Me (Remastered),album,0.48,0.85,2.00,-9.20,0.05,0.64,0.00,0.04,0.94,124.63,155227.00
185,The Beatles,Blackbird - Remastered 2009,The Beatles (Remastered),album,0.69,0.13,7.00,-14.36,0.03,0.75,0.00,0.06,0.37,93.70,138387.00
186,The Beatles,In My Life - Remastered 2009,Rubber Soul (Remastered),album,0.69,0.44,9.00,-11.36,0.03,0.45,0.00,0.11,0.44,103.24,146333.00
187,The Beatles,Hey Jude - Remastered 2015,1 (Remastered),album,0.39,0.61,10.00,-7.70,0.03,0.01,0.00,0.09,0.53,147.21,425653.00
188,The Beatles,I Want To Hold Your Hand - Remastered 2015,1 (Remastered),album,0.49,0.72,7.00,-5.55,0.05,0.39,0.00,0.31,0.87,130.73,145747.00
189,The Beatles,Something - Remastered 2009,Abbey Road (Remastered),album,0.40,0.34,0.00,-10.87,0.03,0.20,0.00,0.14,0.38,133.52,182293.00
190,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),album,0.67,0.94,8.00,-3.21,0.16,0.19,0.00,0.30,0.53,129.02,252307.00
191,Pitbull,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),album,0.58,0.96,11.00,-4.09,0.10,0.03,0.00,0.14,0.79,129.99,204160.00
192,Pitbull,Time of Our Lives,Globalization,album,0.72,0.80,1.00,-5.80,0.06,0.09,0.00,0.69,0.72,124.02,229360.00
193,Pitbull,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),album,0.67,0.76,7.00,-3.63,0.16,0.04,0.00,0.34,0.54,135.96,229507.00
194,Pitbull,International Love (feat. Chris Brown),Planet Pit (Deluxe Version),album,0.67,0.86,0.00,-3.04,0.05,0.01,0.00,0.34,0.65,120.05,227280.00
195,Pitbull,Fireball (feat. John Ryan),Globalization,album,0.76,0.93,10.00,-5.38,0.06,0.09,0.00,0.06,0.84,122.96,236200.00
196,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Globalization,album,0.59,0.94,6.00,-4.32,0.06,0.01,0.02,0.13,0.57,125.01,222520.00
197,Pitbull,Hotel Room Service,Pitbull Starring In Rebelution,album,0.85,0.63,1.00,-8.40,0.23,0.01,0.00,0.07,0.74,126.00,237600.00
198,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),Planet Pit (Deluxe Version),album,0.60,0.91,10.00,-3.43,0.09,0.04,0.00,0.26,0.76,128.02,234453.00
199,Pitbull,HOT,LEGENDADDY,album,0.90,0.68,11.00,-6.42,0.24,0.02,0.00,0.35,0.58,130.03,154493.00
200,Sean Paul,No Lie,Mad Love The Prequel,album,0.74,0.88,7.00,-2.86,0.12,0.05,0.00,0.21,0.46,102.04,221176.00
201,Sean Paul,Temperature,The Trinity,album,0.95,0.60,0.00,-4.68,0.07,0.11,0.00,0.07,0.82,125.04,218573.00
202,Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),10,album,0.80,0.76,2.00,-5.11,0.10,0.11,0.00,0.25,0.58,90.00,154151.00
203,Sean Paul,Get Busy,Dutty Rock (20th Anniversary),album,0.74,0.82,10.00,-4.14,0.04,0.61,0.00,0.16,0.73,100.22,211666.00
204,Sean Paul,She Doesn't Mind,Tomahawk Technique,album,0.72,0.78,7.00,-5.21,0.07,0.00,0.00,0.21,0.62,120.02,227787.00
205,Sean Paul,Give It Up to Me,The Trinity,album,0.86,0.67,7.00,-4.33,0.31,0.17,0.00,0.05,0.58,95.99,242253.00
206,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Only Hits,compilation,0.71,0.76,8.00,-3.04,0.23,0.07,0.00,0.04,0.72,95.82,243880.00
207,Sean Paul,I'm Still in Love with You (feat. Sasha),Dutty Rock (20th Anniversary),album,0.77,0.67,7.00,-5.38,0.17,0.10,0.00,0.12,0.76,87.00,273360.00
208,Sean Paul,UP,UP,single,0.81,0.71,0.00,-5.99,0.05,0.01,0.00,0.11,0.85,98.03,148944.00
209,Sean Paul,Contra La Pared,Contra La Pared,single,0.83,0.59,2.00,-7.14,0.12,0.02,0.00,0.12,0.60,94.05,224681.00
210,Elvis Presley,Can't Help Falling in Love,Blue Hawaii,album,0.40,0.29,2.00,-14.06,0.03,0.94,0.00,0.11,0.34,100.31,182360.00
211,Elvis Presley,Blue Christmas,Elvis' Christmas Album,album,0.47,0.27,4.00,-16.66,0.04,0.90,0.00,0.15,0.58,94.52,129173.00
212,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis' Christmas Album,album,0.58,0.24,2.00,-16.98,0.04,0.97,0.02,0.11,0.83,79.58,115827.00
213,Elvis Presley,Suspicious Minds,From Elvis in Memphis,album,0.49,0.38,7.00,-10.89,0.03,0.04,0.00,0.41,0.71,116.56,261280.00
214,Elvis Presley,Burning Love,Elvis (Fool),album,0.66,0.75,2.00,-11.21,0.03,0.10,0.01,0.28,0.97,143.55,170293.00
215,Elvis Presley,Always On My Mind,Elvis (Fool),album,0.36,0.39,7.00,-14.34,0.03,0.75,0.01,0.12,0.50,181.18,218440.00
216,Elvis Presley,If I Can Dream,ELVIS (Original Motion Picture Soundtrack),album,0.33,0.72,7.00,-7.74,0.04,0.01,0.00,0.10,0.28,93.91,191840.00
217,Elvis Presley,Jailhouse Rock,Platinum - A Life In Music,album,0.62,0.54,10.00,-10.01,0.07,0.33,0.00,0.10,0.91,166.89,146933.00
218,Elvis Presley,In the Ghetto,From Elvis in Memphis,album,0.40,0.27,10.00,-16.69,0.03,0.72,0.13,0.11,0.49,88.92,167413.00
219,Elvis Presley,(You're The) Devil in Disguise,Elvis 30 #1 Hits (Expanded Edition),album,0.48,0.73,5.00,-7.63,0.17,0.57,0.00,0.11,0.87,122.90,140427.00
220,2Pac,Hit 'Em Up - Single Version,Greatest Hits,compilation,0.92,0.84,7.00,-3.97,0.24,0.04,0.00,0.08,0.59,95.19,312627.00
221,2Pac,Ambitionz Az A Ridah,All Eyez On Me,album,0.80,0.91,2.00,-6.57,0.23,0.00,0.00,0.07,0.81,87.28,278387.00
222,2Pac,California Love - Original Version,Greatest Hits,compilation,0.76,0.85,7.00,-3.05,0.04,0.03,0.00,0.37,0.76,91.52,284907.00
223,2Pac,All Eyez On Me (ft. Big Syke),All Eyez On Me,album,0.87,0.72,1.00,-5.97,0.25,0.03,0.00,0.33,0.84,93.28,307773.00
224,2Pac,Do For Love,R U Still Down? [Remember Me],album,0.87,0.63,1.00,-3.59,0.30,0.06,0.00,0.06,0.72,95.00,281600.00
225,2Pac,Changes,Greatest Hits,compilation,0.87,0.67,7.00,-6.29,0.07,0.05,0.00,0.22,0.33,111.11,268827.00
226,2Pac,Dear Mama,Me Against The World,album,0.77,0.54,6.00,-7.12,0.10,0.37,0.00,0.13,0.32,84.12,280000.00
227,2Pac,Keep Ya Head Up,Strictly 4 My N.I.G.G.A.Z...,album,0.60,0.73,4.00,-7.01,0.43,0.14,0.00,0.51,0.60,172.33,262507.00
228,2Pac,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),All Eyez On Me,album,0.85,0.90,8.00,-4.78,0.14,0.02,0.00,0.05,0.85,99.26,246533.00
229,2Pac,Can't C Me,All Eyez On Me,album,0.80,0.85,0.00,-2.24,0.18,0.04,0.00,0.39,0.67,95.44,330760.00
230,Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),single,0.76,0.86,0.00,-3.30,0.10,0.02,0.00,0.26,0.96,120.05,172714.00
231,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),album,0.55,0.65,0.00,-6.69,0.21,0.09,0.00,0.11,0.55,94.51,207347.00
232,Snoop Dogg,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,album,0.89,0.63,1.00,-3.87,0.22,0.19,0.00,0.10,0.66,91.98,266067.00
233,Snoop Dogg,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",single,0.72,0.73,11.00,-5.51,0.09,0.11,0.00,0.48,0.50,104.99,199747.00
234,Snoop Dogg,From The D 2 The LBC (with Snoop Dogg),Curtain Call 2,album,0.72,0.77,7.00,-7.87,0.25,0.10,0.00,0.10,0.59,164.04,213745.00
235,Snoop Dogg,Sweat - Remix,Sweat (Snoop Dogg Vs. David Guetta) [Remix],single,0.81,0.73,7.00,-5.64,0.03,0.06,0.00,0.08,0.73,130.02,195987.00
236,Snoop Dogg,Beautiful,Paid Tha Cost To Be Da Bo$$,album,0.91,0.70,11.00,-6.27,0.14,0.25,0.00,0.08,0.96,101.01,298307.00
237,Snoop Dogg,I Wanna Fuck You,Sexy Songs 2020,compilation,0.86,0.48,7.00,-8.43,0.05,0.05,0.00,0.35,0.28,99.97,178840.00
238,Snoop Dogg,Qué Maldición,Qué Maldición,single,0.76,0.53,9.00,-8.05,0.20,0.21,0.00,0.13,0.68,177.95,203360.00
239,Snoop Dogg,Riders On The Storm - Fredwreck Remix,Riders On The Storm (Fredwreck Remix),single,0.88,0.79,11.00,-5.27,0.15,0.42,0.00,0.12,0.83,101.98,382240.00
240,Lil Wayne,Love Me,I Am Not A Human Being II (Deluxe),album,0.67,0.63,11.00,-6.48,0.03,0.01,0.00,0.09,0.50,124.91,255053.00
241,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),single,0.50,0.79,9.00,-4.38,0.32,0.26,0.00,0.65,0.74,169.02,243491.00
242,Lil Wayne,Mirror,Tha Carter IV (Complete Edition),album,0.33,0.62,5.00,-7.29,0.09,0.86,0.00,0.10,0.40,74.27,228093.00
243,Lil Wayne,Forever,Relapse: Refill,album,0.46,0.91,5.00,-2.28,0.34,0.25,0.00,0.18,0.54,104.02,357707.00
244,Lil Wayne,6 Foot 7 Foot,Tha Carter IV (Complete Edition),album,0.36,0.75,2.00,-5.43,0.30,0.00,0.00,0.32,0.61,79.12,248587.00
245,Lil Wayne,Lollipop,Tha Carter III (MTV Bonus Version),album,0.83,0.43,0.00,-9.39,0.08,0.06,0.00,0.12,0.46,148.07,299333.00
246,Lil Wayne,A Milli,Tha Carter III (MTV Bonus Version),album,0.66,0.69,6.00,-8.66,0.28,0.04,0.00,0.22,0.73,151.59,221813.00
247,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),compilation,0.44,0.62,0.00,-6.72,0.07,0.05,0.00,0.25,0.16,79.37,233000.00
248,Lil Wayne,ay! (feat. Lil Wayne),mainstream sellout,album,0.74,0.62,2.00,-6.69,0.03,0.05,0.00,0.07,0.49,147.00,124188.00
249,Lil Wayne,Right Above It,I Am Not A Human Being,album,0.38,0.84,3.00,-4.35,0.36,0.04,0.00,0.58,0.46,76.05,271947.00
250,Sia,Snowman,Everyday Is Christmas (Deluxe Edition),album,0.72,0.51,1.00,-6.26,0.03,0.48,0.00,0.09,0.33,104.96,165907.00
251,Sia,Unstoppable,This Is Acting (Deluxe Version),album,0.47,0.78,9.00,-4.84,0.08,0.11,0.00,0.10,0.26,173.80,217747.00
252,Sia,Chandelier,1000 Forms Of Fear (Deluxe Version),album,0.40,0.79,1.00,-2.88,0.05,0.02,0.00,0.07,0.57,117.09,216120.00
253,Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,Icarus Falls,album,0.26,0.44,11.00,-6.59,0.04,0.10,0.00,0.11,0.10,180.04,239000.00
254,Sia,Cheap Thrills,This Is Acting (Deluxe Version),album,0.63,0.70,6.00,-5.61,0.11,0.05,0.00,0.09,0.73,89.98,211667.00
255,Sia,"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",album,0.60,0.62,11.00,-4.93,0.17,0.08,0.00,0.12,0.56,158.66,213707.00
256,Sia,Elastic Heart,1000 Forms Of Fear (Deluxe Version),album,0.42,0.79,9.00,-5.00,0.05,0.01,0.00,0.15,0.50,130.08,257200.00
257,Sia,Unstoppable - R3HAB Remix,Unstoppable (R3HAB Remix),single,0.68,0.74,6.00,-4.06,0.23,0.50,0.00,0.06,0.43,101.99,162353.00
258,Sia,Del Mar,ENOC,album,0.76,0.64,6.00,-5.59,0.04,0.02,0.00,0.17,0.54,109.98,214507.00
259,Sia,Santa's Coming for Us,Everyday Is Christmas (Deluxe Edition),album,0.55,0.81,1.00,-6.19,0.12,0.02,0.00,0.05,0.72,92.99,205267.00
260,Fleetwood Mac,Dreams - 2004 Remaster,Rumours (Super Deluxe),album,0.83,0.49,0.00,-9.74,0.03,0.06,0.00,0.13,0.79,120.15,257800.00
261,Fleetwood Mac,The Chain - 2004 Remaster,Rumours (Super Deluxe),album,0.55,0.67,9.00,-8.81,0.05,0.01,0.00,0.05,0.48,151.55,270213.00
262,Fleetwood Mac,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),album,0.73,0.49,4.00,-10.99,0.03,0.26,0.01,0.09,0.73,114.97,226653.00
263,Fleetwood Mac,Go Your Own Way - 2004 Remaster,Rumours,album,0.58,0.95,5.00,-5.12,0.04,0.02,0.00,0.07,0.80,135.45,223613.00
264,Fleetwood Mac,Landslide,Fleetwood Mac,album,0.41,0.16,7.00,-22.32,0.03,0.88,0.00,0.12,0.42,159.38,199493.00
265,Fleetwood Mac,Don't Stop - 2004 Remaster,Rumours,album,0.67,0.71,9.00,-7.72,0.04,0.04,0.00,0.04,0.83,118.75,193347.00
266,Fleetwood Mac,Little Lies - 2017 Remaster,Tango In the Night (Deluxe Edition),album,0.64,0.65,2.00,-10.35,0.03,0.22,0.00,0.06,0.87,124.83,221053.00
267,Fleetwood Mac,Rhiannon,Fleetwood Mac,album,0.72,0.49,9.00,-14.75,0.03,0.11,0.09,0.09,0.80,129.01,252773.00
268,Fleetwood Mac,Gypsy,Greatest Hits,compilation,0.62,0.54,5.00,-13.99,0.03,0.02,0.01,0.27,0.85,130.88,264907.00
269,Fleetwood Mac,Never Going Back Again - 2004 Remaster,Rumours (Super Deluxe),album,0.65,0.34,6.00,-12.83,0.04,0.86,0.39,0.08,0.95,176.08,134400.00
270,ABBA,Dancing Queen,Arrival,album,0.54,0.87,9.00,-6.51,0.04,0.36,0.00,0.79,0.75,100.80,230400.00
271,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,album,0.75,0.49,10.00,-9.66,0.04,0.02,0.01,0.16,0.54,119.53,292613.00
272,ABBA,Mamma Mia,Abba,album,0.75,0.75,2.00,-7.01,0.03,0.30,0.00,0.47,0.83,137.55,213267.00
273,ABBA,Angeleyes,Voulez-Vous,album,0.72,0.92,11.00,-6.09,0.03,0.52,0.00,0.09,0.96,133.11,260893.00
274,ABBA,The Winner Takes It All,Super Trouper,album,0.45,0.79,6.00,-6.75,0.04,0.57,0.00,0.09,0.52,126.15,294720.00
275,ABBA,Take A Chance On Me,The Album,album,0.68,0.68,11.00,-8.12,0.03,0.16,0.00,0.24,0.92,107.06,243933.00
276,ABBA,Lay All Your Love On Me,Super Trouper,album,0.68,0.73,2.00,-7.84,0.03,0.12,0.00,0.35,0.71,133.48,274467.00
277,ABBA,Waterloo,Waterloo,album,0.45,0.95,2.00,-4.68,0.05,0.40,0.00,0.09,0.65,147.60,168960.00
278,ABBA,Chiquitita,Voulez-Vous,album,0.50,0.55,9.00,-8.11,0.04,0.73,0.00,0.31,0.37,84.23,326320.00
279,ABBA,Super Trouper,Super Trouper,album,0.76,0.63,0.00,-8.27,0.03,0.46,0.00,0.20,0.96,118.34,252853.00
280,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Christmas Songs by Sinatra,album,0.65,0.26,2.00,-13.34,0.06,0.90,0.00,0.36,0.84,142.17,155453.00
281,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,A Jolly Christmas From Frank Sinatra,album,0.26,0.14,8.00,-15.24,0.03,0.91,0.00,0.27,0.29,92.18,206600.00
282,Frank Sinatra,Jingle Bells - Remastered 1999,A Jolly Christmas From Frank Sinatra,album,0.51,0.34,8.00,-13.12,0.05,0.73,0.00,0.10,0.95,174.61,120693.00
283,Frank Sinatra,My Way,My Way (Expanded Edition),album,0.40,0.38,2.00,-7.46,0.03,0.70,0.00,0.12,0.23,75.45,276800.00
284,Frank Sinatra,Somethin' Stupid,The World We Knew,album,0.26,0.34,4.00,-12.90,0.04,0.74,0.00,0.25,0.54,207.36,162493.00
285,Frank Sinatra,Santa Claus Is Comin' to Town,Christmas Songs by Sinatra,album,0.65,0.20,10.00,-11.96,0.06,0.83,0.00,0.31,0.69,140.28,154640.00
286,Frank Sinatra,Fly Me To The Moon (In Other Words),Sinatra/Basie: The Complete Reprise Studio Recordings,album,0.67,0.26,7.00,-14.26,0.05,0.45,0.00,0.06,0.37,119.42,147000.00
287,Frank Sinatra,Strangers In The Night,Strangers In The Night (Expanded Edition),album,0.26,0.47,5.00,-8.28,0.03,0.59,0.00,0.20,0.54,90.35,157867.00
288,Frank Sinatra,That's Life,That's Life,album,0.56,0.43,4.00,-14.15,0.07,0.55,0.00,0.35,0.66,112.80,187040.00
289,Frank Sinatra,Silent Night - 1999 Remaster,A Jolly Christmas From Frank Sinatra,album,0.25,0.12,8.00,-17.62,0.03,0.95,0.00,0.12,0.14,87.58,146293.00
290,Tiësto,10:35,10:35,single,0.70,0.79,8.00,-5.73,0.10,0.07,0.00,0.18,0.70,120.00,172253.00
291,Tiësto,The Motto,The Motto,single,0.75,0.76,7.00,-4.63,0.04,0.03,0.00,0.09,0.46,117.95,164819.00
292,Tiësto,Don't Be Shy,Don't Be Shy,single,0.77,0.79,11.00,-3.75,0.06,0.20,0.00,0.26,0.51,119.99,140500.00
293,Tiësto,Lay Low,Lay Low,single,0.53,0.86,1.00,-4.92,0.18,0.06,0.00,0.35,0.42,122.06,153443.00
294,Tiësto,The Business,The Business,single,0.80,0.62,8.00,-7.08,0.23,0.41,0.02,0.11,0.24,120.03,164000.00
295,Tiësto,Hot In It,Hot In It,single,0.75,0.84,7.00,-5.08,0.18,0.00,0.00,0.04,0.72,123.05,129817.00
296,Tiësto,Pump It Louder,Pump It Louder,single,0.66,0.94,4.00,-2.27,0.19,0.01,0.00,0.83,0.54,126.02,158571.00
297,Tiësto,Another Love - Tiësto Remix,Another Love (Tiësto Remix),single,0.79,0.76,4.00,-4.69,0.07,0.08,0.09,0.13,0.47,123.05,185366.00
298,Tiësto,Baila Conmigo,Baila Conmigo,single,0.65,0.86,7.00,-6.41,0.08,0.01,0.41,0.34,0.08,127.96,146250.00
299,Tiësto,Jackie Chan,The London Sessions,album,0.75,0.83,3.00,-2.87,0.05,0.37,0.00,0.06,0.69,128.01,215760.00
300,Elton John,Cold Heart - PNAU Remix,The Lockdown Sessions,album,0.80,0.80,1.00,-6.32,0.03,0.04,0.00,0.09,0.93,116.03,202735.00
301,Elton John,I'm Still Standing,Too Low For Zero,album,0.50,0.90,6.00,-6.86,0.18,0.36,0.12,0.14,0.77,176.81,183440.00
302,Elton John,Hold Me Closer,The Lockdown Sessions,album,0.66,0.78,0.00,-4.62,0.11,0.08,0.00,0.19,0.49,126.03,202246.00
303,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,album,0.60,0.53,10.00,-9.12,0.03,0.43,0.00,0.09,0.34,136.57,281613.00
304,Elton John,Your Song,Elton John,album,0.55,0.32,3.00,-11.03,0.03,0.83,0.00,0.10,0.33,128.16,241787.00
305,Elton John,Don't Go Breaking My Heart,Rock Of The Westies,album,0.73,0.84,5.00,-8.82,0.03,0.15,0.00,0.06,0.78,131.46,275440.00
306,Elton John,Tiny Dancer,Madman Across The Water,album,0.41,0.43,0.00,-11.10,0.03,0.38,0.00,0.15,0.28,145.08,377093.00
307,Elton John,Step Into Christmas,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),album,0.53,0.93,2.00,-5.58,0.04,0.10,0.00,0.31,0.82,140.31,272394.00
308,Elton John,Goodbye Yellow Brick Road - Remastered 2014,Goodbye Yellow Brick Road (Remastered),album,0.56,0.47,5.00,-7.71,0.03,0.45,0.00,0.15,0.40,121.23,192827.00
309,Elton John,Merry Christmas,Merry Christmas,single,0.59,0.94,0.00,-2.02,0.04,0.24,0.00,0.10,0.60,113.99,208547.00
310,JAY-Z,Ni**as In Paris,Watch The Throne (Deluxe),album,0.79,0.86,1.00,-5.54,0.31,0.13,0.00,0.35,0.78,140.02,219333.00
311,JAY-Z,Empire State Of Mind,The Blueprint 3,album,0.49,0.96,11.00,-1.54,0.39,0.03,0.00,0.46,0.81,173.59,276920.00
312,JAY-Z,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,0.69,0.79,2.00,-4.25,0.17,0.06,0.00,0.58,0.75,107.05,205733.00
313,JAY-Z,Run This Town,The Blueprint 3,album,0.63,0.92,1.00,-1.80,0.29,0.28,0.00,0.26,0.44,86.84,267520.00
314,JAY-Z,No Church In The Wild,Watch The Throne (Deluxe),album,0.65,0.75,8.00,-7.51,0.11,0.25,0.02,0.17,0.56,92.78,272507.00
315,JAY-Z,04:44,04:44,album,0.26,0.85,9.00,-4.97,0.16,0.14,0.00,0.48,0.43,178.00,284493.00
316,JAY-Z,03' Bonnie & Clyde,The Blueprint 2: The Gift & The Curse,album,0.76,0.68,9.00,-5.15,0.31,0.23,0.00,0.15,0.33,89.64,205560.00
317,JAY-Z,Otis,Watch The Throne (Deluxe),album,0.75,0.63,7.00,-4.75,0.31,0.55,0.00,0.50,0.43,94.58,178213.00
318,JAY-Z,Gotta Have It,Watch The Throne (Deluxe),album,0.74,0.57,4.00,-6.94,0.25,0.41,0.00,0.26,0.33,149.76,140747.00
319,JAY-Z,Love All (with JAY-Z),Certified Lover Boy,album,0.73,0.58,2.00,-5.44,0.29,0.35,0.00,0.15,0.16,92.13,228461.00
320,21 Savage,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,album,0.72,0.62,1.00,-6.01,0.05,0.42,0.00,0.08,0.17,97.95,221520.00
321,21 Savage,Rich Flex,Her Loss,album,0.56,0.52,11.00,-9.34,0.24,0.05,0.00,0.36,0.42,153.15,239360.00
322,21 Savage,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",album,0.53,0.67,0.00,-4.71,0.18,0.00,0.00,0.09,0.37,165.92,218365.00
323,21 Savage,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,album,0.67,0.66,2.00,-5.57,0.31,0.19,0.00,0.15,0.26,87.93,207307.00
324,21 Savage,Pussy & Millions (feat. Travis Scott),Her Loss,album,0.75,0.63,4.00,-6.65,0.12,0.06,0.00,0.35,0.45,122.03,242027.00
325,21 Savage,Glock In My Lap,SAVAGE MODE II,album,0.85,0.73,10.00,-6.44,0.16,0.01,0.00,0.15,0.20,130.03,193591.00
326,21 Savage,On BS,Her Loss,album,0.84,0.36,9.00,-8.37,0.59,0.02,0.00,0.39,0.33,158.01,261544.00
327,21 Savage,Major Distribution,Her Loss,album,0.91,0.55,8.00,-10.49,0.32,0.01,0.00,0.07,0.23,131.02,170502.00
328,21 Savage,Spin Bout U,Her Loss,album,0.77,0.70,7.00,-6.39,0.05,0.01,0.00,0.16,0.20,129.96,214589.00
329,21 Savage,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,album,0.85,0.42,5.00,-9.58,0.32,0.06,0.00,0.08,0.15,145.89,242966.00
330,Kanye West,Bound 2,Yeezus,album,0.37,0.67,1.00,-2.82,0.05,0.15,0.00,0.11,0.31,148.91,229147.00
331,Kanye West,Heartless,808s & Heartbreak,album,0.79,0.65,10.00,-5.98,0.14,0.05,0.00,0.25,0.65,88.00,211000.00
332,Kanye West,Flashing Lights,Graduation,album,0.64,0.63,6.00,-7.58,0.04,0.04,0.00,0.39,0.43,90.48,237507.00
333,Kanye West,Ni**as In Paris,Watch The Throne (Deluxe),album,0.79,0.86,1.00,-5.54,0.31,0.13,0.00,0.35,0.78,140.02,219333.00
334,Kanye West,Father Stretch My Hands Pt. 1,The Life Of Pablo,album,0.72,0.57,7.00,-4.11,0.05,0.12,0.00,0.54,0.44,113.09,135920.00
335,Kanye West,Stronger,Graduation,album,0.62,0.72,10.00,-7.86,0.15,0.01,0.00,0.41,0.49,103.99,311867.00
336,Kanye West,I Wonder,Graduation,album,0.54,0.47,0.00,-8.67,0.08,0.14,0.00,0.13,0.12,191.39,243440.00
337,Kanye West,Violent Crimes,ye,album,0.67,0.42,1.00,-6.72,0.52,0.38,0.00,0.19,0.04,109.81,215320.00
338,Kanye West,Homecoming,Graduation,album,0.67,0.75,1.00,-7.06,0.19,0.34,0.00,0.12,0.92,86.92,203493.00
339,Kanye West,Gold Digger,Late Registration,album,0.63,0.70,1.00,-5.57,0.35,0.02,0.00,0.06,0.62,93.03,207627.00
340,Luis Miguel,Ahora Te Puedes Marchar,Soy Como Quiero Ser,album,0.78,0.88,6.00,-3.68,0.04,0.15,0.00,0.06,0.91,133.26,191973.00
341,Luis Miguel,La Incondicional,Busca Una Mujer,album,0.37,0.73,10.00,-4.35,0.03,0.24,0.00,0.13,0.28,155.13,257027.00
342,Luis Miguel,Hasta Que Me Olvides,Aries,album,0.64,0.59,3.00,-7.88,0.03,0.46,0.00,0.17,0.44,119.83,281000.00
343,Luis Miguel,La Media Vuelta,Segundo Romance,album,0.63,0.68,7.00,-8.79,0.03,0.29,0.00,0.10,0.71,97.96,161040.00
344,Luis Miguel,Culpable O No - Miénteme Como Siempre,Busca Una Mujer,album,0.54,0.37,0.00,-14.24,0.03,0.04,0.00,0.04,0.25,70.28,237240.00
345,Luis Miguel,Por Debajo De La Mesa,Romances,album,0.40,0.50,0.00,-7.64,0.03,0.22,0.00,0.15,0.26,144.28,184080.00
346,Luis Miguel,Tengo Todo Excepto a Ti,20 Años,album,0.54,0.67,0.00,-8.12,0.03,0.52,0.00,0.18,0.42,147.98,272827.00
